                       	strstr	simple_strstr	stupid_strstr
Length   30/2, alignment  9/ 0, fail:	319.828	326.328	415.047
Length   30/2, alignment  9/ 3, found:	271	296.234	388.188
Length   30/2, alignment  9/ 3, fail:	321.453	346.672	416.656
Length   30/2, alignment  9/ 9, found:	263.672	277.516	389
Length   30/2, alignment  9/ 9, fail:	311.688	325.516	409.344
Length   30/2, alignment  9/15, found:	259.609	298.656	387.359
Length   30/2, alignment  9/15, fail:	311.688	358.062	415.031
Length   30/2, alignment 15/ 0, found:	276.688	301.109	366.219
Length   30/2, alignment 15/ 0, fail:	317.375	338.547	384.922
Length   30/2, alignment 15/ 3, found:	276.688	322.266	365.406
Length   30/2, alignment 15/ 3, fail:	316.578	360.516	387.359
Length   30/2, alignment 15/ 9, found:	276.703	292.141	364.578
Length   30/2, alignment 15/ 9, fail:	315.766	330.406	388.188
Length   30/2, alignment 15/15, found:	276.703	314.938	373.531
Length   30/2, alignment 15/15, fail:	316.578	352.375	390.625
Length    6/3, alignment  0/ 0, found:	257.969	267.75	135.094
Length    6/3, alignment  0/ 0, fail:	102.547	100.109	139.172
Length    6/3, alignment  0/ 3, found:	253.094	287.266	133.469
Length    6/3, alignment  0/ 3, fail:	101.734	100.922	139.969
Length    6/3, alignment  0/ 9, found:	251.469	264.484	133.453
Length    6/3, alignment  0/ 9, fail:	101.734	100.906	140.781
Length    6/3, alignment  0/15, found:	251.469	296.234	133.453
Length    6/3, alignment  0/15, fail:	101.734	100.922	137.531
Length    6/3, alignment  3/ 0, found:	252.281	266.938	133.469
Length    6/3, alignment  3/ 0, fail:	102.547	100.922	139.156
Length    6/3, alignment  3/ 3, found:	253.094	286.469	142.406
Length    6/3, alignment  3/ 3, fail:	101.734	100.906	139.969
Length    6/3, alignment  3/ 9, found:	264.484	266.109	133.469
Length    6/3, alignment  3/ 9, fail:	103.359	100.906	138.344
Length    6/3, alignment  3/15, found:	253.906	289.703	134.281
Length    6/3, alignment  3/15, fail:	102.531	100.906	139.156
Length    6/3, alignment  9/ 0, found:	249.016	261.234	134.281
Length    6/3, alignment  9/ 0, fail:	101.734	100.906	138.344
Length    6/3, alignment  9/ 3, found:	248.219	284.016	134.281
Length    6/3, alignment  9/ 3, fail:	102.531	100.109	137.531
Length    6/3, alignment  9/ 9, found:	247.391	261.234	134.281
Length    6/3, alignment  9/ 9, fail:	102.531	100.906	139.156
Length    6/3, alignment  9/15, found:	247.391	287.281	135.094
Length    6/3, alignment  9/15, fail:	101.734	109.047	139.969
Length    6/3, alignment 15/ 0, found:	253.094	266.109	133.469
Length    6/3, alignment 15/ 0, fail:	101.734	100.906	136.719
Length    6/3, alignment 15/ 3, found:	252.266	288.094	135.078
Length    6/3, alignment 15/ 3, fail:	102.547	100.109	146.484
Length    6/3, alignment 15/ 9, found:	251.469	266.109	135.094
Length    6/3, alignment 15/ 9, fail:	101.719	101.719	140.797
Length    6/3, alignment 15/15, found:	252.281	297.859	134.266
Length    6/3, alignment 15/15, fail:	101.719	101.734	139.969
Length    9/3, alignment  0/ 0, found:	256.359	269.359	171.703
Length    9/3, alignment  0/ 0, fail:	109.047	108.234	174.156
Length    9/3, alignment  0/ 3, found:	256.359	292.969	170.891
Length    9/3, alignment  0/ 3, fail:	109.859	109.047	174.969
Length    9/3, alignment  0/ 9, found:	257.172	271.797	170.906
Length    9/3, alignment  0/ 9, fail:	109.047	128.578	175.781
Length    9/3, alignment  0/15, found:	257.969	303.562	170.891
Length    9/3, alignment  0/15, fail:	121.25	119.625	174.969
Length    9/3, alignment  3/ 0, found:	244.141	256.359	170.906
Length    9/3, alignment  3/ 0, fail:	109.047	108.234	174.969
Length    9/3, alignment  3/ 3, found:	243.328	278.328	170.094
Length    9/3, alignment  3/ 3, fail:	109.875	108.234	174.969
Length    9/3, alignment  3/ 9, found:	242.516	257.156	170.891
Length    9/3, alignment  3/ 9, fail:	110.688	116.375	175.781
Length    9/3, alignment  3/15, found:	243.328	278.312	178.219
Length    9/3, alignment  3/15, fail:	109.859	108.234	174.953
Length    9/3, alignment  9/ 0, found:	261.234	268.562	170.094
Length    9/3, alignment  9/ 0, fail:	110.688	109.047	174.156
Length    9/3, alignment  9/ 3, found:	254.719	288.906	170.078
Length    9/3, alignment  9/ 3, fail:	109.062	109.047	174.156
Length    9/3, alignment  9/ 9, found:	253.906	267.734	171.703
Length    9/3, alignment  9/ 9, fail:	110.672	118	185.547
Length    9/3, alignment  9/15, found:	253.906	291.344	170.891
Length    9/3, alignment  9/15, fail:	109.859	108.234	173.344
Length    9/3, alignment 15/ 0, found:	242.516	266.109	179.859
Length    9/3, alignment 15/ 0, fail:	112.297	109.047	182.297
Length    9/3, alignment 15/ 3, found:	243.328	279.141	177.406
Length    9/3, alignment 15/ 3, fail:	109.875	108.234	181.469
Length    9/3, alignment 15/ 9, found:	242.516	264.484	179.047
Length    9/3, alignment 15/ 9, fail:	109.859	119.641	181.484
Length    9/3, alignment 15/15, found:	244.141	280.766	178.234
Length    9/3, alignment 15/15, fail:	109.859	108.234	183.922
Length   12/3, alignment  0/ 0, found:	250.656	263.672	226.25
Length   12/3, alignment  0/ 0, fail:	126.953	126.141	231.922
Length   12/3, alignment  0/ 3, found:	251.469	284.828	225.422
Length   12/3, alignment  0/ 3, fail:	138.344	126.953	233.562
Length   12/3, alignment  0/ 9, found:	260.422	275.062	229.484
Length   12/3, alignment  0/ 9, fail:	127.766	126.141	233.562
Length   12/3, alignment  0/15, found:	260.422	288.078	224.609
Length   12/3, alignment  0/15, fail:	126.953	127.766	233.562
Length   12/3, alignment  3/ 0, found:	249.844	272.625	227.047
Length   12/3, alignment  3/ 0, fail:	127.766	126.141	240.875
Length   12/3, alignment  3/ 3, found:	252.281	284.828	227.047
Length   12/3, alignment  3/ 3, fail:	126.953	126.953	236
Length   12/3, alignment  3/ 9, found:	249.844	264.484	229.5
Length   12/3, alignment  3/ 9, fail:	127.781	126.953	237.625
Length   12/3, alignment  3/15, found:	263.672	289.703	232.75
Length   12/3, alignment  3/15, fail:	127.766	127.781	228.672
Length   12/3, alignment  9/ 0, found:	283.203	278.328	226.234
Length   12/3, alignment  9/ 0, fail:	127.781	135.094	236.812
Length   12/3, alignment  9/ 3, found:	263.672	299.484	226.234
Length   12/3, alignment  9/ 3, fail:	127.766	127.766	233.562
Length   12/3, alignment  9/ 9, found:	272.625	277.5	225.422
Length   12/3, alignment  9/ 9, fail:	128.578	126.953	230.312
Length   12/3, alignment  9/15, found:	263.672	311.688	229.5
Length   12/3, alignment  9/15, fail:	128.578	127.766	233.547
Length   12/3, alignment 15/ 0, found:	250.656	264.484	205.078
Length   12/3, alignment 15/ 0, fail:	135.906	126.125	206.703
Length   12/3, alignment 15/ 3, found:	250.641	294.594	204.266
Length   12/3, alignment 15/ 3, fail:	127.766	126.953	209.953
Length   12/3, alignment 15/ 9, found:	262.047	264.484	204.266
Length   12/3, alignment 15/ 9, fail:	127.766	128.578	205.891
Length   12/3, alignment 15/15, found:	249.828	295.406	202.641
Length   12/3, alignment 15/15, fail:	127.766	126.953	207.531
Length   15/3, alignment  0/ 0, found:	270.188	282.391	261.234
Length   15/3, alignment  0/ 0, fail:	135.094	135.906	266.922
Length   15/3, alignment  0/ 3, found:	268.547	303.547	259.594
Length   15/3, alignment  0/ 3, fail:	134.281	134.281	268.562
Length   15/3, alignment  0/ 9, found:	270.188	283.203	268.547
Length   15/3, alignment  0/ 9, fail:	136.719	134.281	268.547
Length   15/3, alignment  0/15, found:	267.734	307.625	257.969
Length   15/3, alignment  0/15, fail:	134.266	135.094	268.562
Length   15/3, alignment  3/ 0, found:	278.328	302.734	252.281
Length   15/3, alignment  3/ 0, fail:	138.359	134.281	257.156
Length   15/3, alignment  3/ 3, found:	279.953	314.125	249.844
Length   15/3, alignment  3/ 3, fail:	136.719	135.906	254.734
Length   15/3, alignment  3/ 9, found:	278.328	293.781	249.844
Length   15/3, alignment  3/ 9, fail:	136.719	135.094	252.281
Length   15/3, alignment  3/15, found:	279.141	318.188	257.984
Length   15/3, alignment  3/15, fail:	135.906	134.281	256.344
Length   15/3, alignment  9/ 0, found:	269.375	283.203	254.719
Length   15/3, alignment  9/ 0, fail:	142.422	140.781	257.984
Length   15/3, alignment  9/ 3, found:	269.359	312.5	253.906
Length   15/3, alignment  9/ 3, fail:	141.609	139.969	257.156
Length   15/3, alignment  9/ 9, found:	267.734	283.203	257.156
Length   15/3, alignment  9/ 9, fail:	141.594	140.781	257.969
Length   15/3, alignment  9/15, found:	267.75	304.359	253.906
Length   15/3, alignment  9/15, fail:	141.594	139.969	257.172
Length   15/3, alignment 15/ 0, found:	279.953	294.594	236.812
Length   15/3, alignment 15/ 0, fail:	135.906	133.453	232.75
Length   15/3, alignment 15/ 3, found:	284.828	314.953	227.875
Length   15/3, alignment 15/ 3, fail:	135.906	142.422	231.125
Length   15/3, alignment 15/ 9, found:	277.5	293.781	227.859
Length   15/3, alignment 15/ 9, fail:	136.719	132.641	231.125
Length   15/3, alignment 15/15, found:	276.688	315.766	228.688
Length   15/3, alignment 15/15, fail:	144.047	135.094	231.922
Length   18/3, alignment  0/ 0, found:	285.641	309.234	280.766
Length   18/3, alignment  0/ 0, fail:	253.906	269.375	283.203
Length   18/3, alignment  0/ 3, found:	286.453	323.078	288.906
Length   18/3, alignment  0/ 3, fail:	253.094	289.719	284.031
Length   18/3, alignment  0/ 9, found:	288.094	301.922	280.75
Length   18/3, alignment  0/ 9, fail:	253.906	266.938	286.453
Length   18/3, alignment  0/15, found:	294.594	324.703	279.141
Length   18/3, alignment  0/15, fail:	264.484	290.531	284.828
Length   18/3, alignment  3/ 0, found:	295.406	309.25	274.25
Length   18/3, alignment  3/ 0, fail:	254.719	276.688	275.875
Length   18/3, alignment  3/ 3, found:	293.781	330.406	272.625
Length   18/3, alignment  3/ 3, fail:	253.906	289.719	285.641
Length   18/3, alignment  3/ 9, found:	517.578	311.688	284.828
Length   18/3, alignment  3/ 9, fail:	253.094	269.359	275.875
Length   18/3, alignment  3/15, found:	295.406	332.031	271.812
Length   18/3, alignment  3/15, fail:	253.906	290.531	278.312
Length   18/3, alignment  9/ 0, found:	287.266	300.297	279.125
Length   18/3, alignment  9/ 0, fail:	251.469	264.484	281.578
Length   18/3, alignment  9/ 3, found:	295.406	321.438	278.328
Length   18/3, alignment  9/ 3, fail:	250.656	287.266	284.016
Length   18/3, alignment  9/ 9, found:	286.453	308.438	279.938
Length   18/3, alignment  9/ 9, fail:	250.656	265.297	280.766
Length   18/3, alignment  9/15, found:	287.266	325.516	288.906
Length   18/3, alignment  9/15, fail:	250.641	288.078	280.766
Length   18/3, alignment 15/ 0, found:	290.531	304.359	258.781
Length   18/3, alignment 15/ 0, fail:	251.469	266.109	262.047
Length   18/3, alignment 15/ 3, found:	297.844	325.516	258.781
Length   18/3, alignment 15/ 3, fail:	250.656	288.906	260.422
Length   18/3, alignment 15/ 9, found:	288.078	312.5	257.969
Length   18/3, alignment 15/ 9, fail:	251.453	267.75	261.234
Length   18/3, alignment 15/15, found:	288.891	325.516	266.109
Length   18/3, alignment 15/15, fail:	250.656	288.906	260.422
Length   21/3, alignment  0/ 0, found:	302.734	316.562	310.047
Length   21/3, alignment  0/ 0, fail:	293.781	309.25	351.562
Length   21/3, alignment  0/ 3, found:	301.922	338.547	312.5
Length   21/3, alignment  0/ 3, fail:	301.109	330.406	349.109
Length   21/3, alignment  0/ 9, found:	309.25	316.562	306.797
Length   21/3, alignment  0/ 9, fail:	301.109	309.25	335.281
Length   21/3, alignment  0/15, found:	302.734	340.984	307.625
Length   21/3, alignment  0/15, fail:	292.969	341.797	349.938
Length   21/3, alignment  3/ 0, found:	282.391	302.734	305.172
Length   21/3, alignment  3/ 0, fail:	297.844	322.266	332.844
Length   21/3, alignment  3/ 3, found:	279.938	316.578	303.547
Length   21/3, alignment  3/ 3, fail:	297.844	326.344	338.547
Length   21/3, alignment  3/ 9, found:	284.016	296.219	314.125
Length   21/3, alignment  3/ 9, fail:	297.859	314.125	334.469
Length   21/3, alignment  3/15, found:	281.578	318.203	303.547
Length   21/3, alignment  3/15, fail:	297.031	335.281	330.406
Length   21/3, alignment  9/ 0, found:	297.844	311.688	306
Length   21/3, alignment  9/ 0, fail:	297.031	305.172	349.938
Length   21/3, alignment  9/ 3, found:	305.188	334.469	304.359
Length   21/3, alignment  9/ 3, fail:	301.922	325.516	343.422
Length   21/3, alignment  9/ 9, found:	298.656	313.312	305.984
Length   21/3, alignment  9/ 9, fail:	290.531	314.141	335.297
Length   21/3, alignment  9/15, found:	295.406	341.797	302.734
Length   21/3, alignment  9/15, fail:	290.531	337.719	331.219
Length   21/3, alignment 15/ 0, found:	291.344	306	283.203
Length   21/3, alignment 15/ 0, fail:	294.594	309.234	318.188
Length   21/3, alignment 15/ 3, found:	292.969	327.953	292.156
Length   21/3, alignment 15/ 3, fail:	294.594	325.516	310.875
Length   21/3, alignment 15/ 9, found:	292.156	304.359	283.203
Length   21/3, alignment 15/ 9, fail:	294.609	309.25	309.234
Length   21/3, alignment 15/15, found:	291.344	328.781	282.391
Length   21/3, alignment 15/15, fail:	303.547	332.031	310.875
Length   24/3, alignment  0/ 0, found:	298.656	302.734	340.984
Length   24/3, alignment  0/ 0, fail:	307.609	322.266	373.547
Length   24/3, alignment  0/ 3, found:	288.891	325.531	340.984
Length   24/3, alignment  0/ 3, fail:	308.422	352.375	374.344
Length   24/3, alignment  0/ 9, found:	289.719	314.938	337.734
Length   24/3, alignment  0/ 9, fail:	308.438	332.031	372.719
Length   24/3, alignment  0/15, found:	289.719	336.094	342.609
Length   24/3, alignment  0/15, fail:	307.609	354	365.406
Length   24/3, alignment  3/ 0, found:	289.703	304.359	332.031
Length   24/3, alignment  3/ 0, fail:	311.688	325.531	373.531
Length   24/3, alignment  3/ 3, found:	289.703	325.516	342.609
Length   24/3, alignment  3/ 3, fail:	311.688	348.297	377.609
Length   24/3, alignment  3/ 9, found:	289.703	302.734	342.609
Length   24/3, alignment  3/ 9, fail:	311.688	325.516	373.531
Length   24/3, alignment  3/15, found:	289.703	325.516	333.656
Length   24/3, alignment  3/15, fail:	313.312	348.312	364.578
Length   24/3, alignment  9/ 0, found:	299.484	314.953	334.469
Length   24/3, alignment  9/ 0, fail:	305.172	322.266	375.156
Length   24/3, alignment  9/ 3, found:	302.734	336.906	339.344
Length   24/3, alignment  9/ 3, fail:	306	340.984	371.094
Length   24/3, alignment  9/ 9, found:	300.297	314.938	338.531
Length   24/3, alignment  9/ 9, fail:	305.984	320.641	372.734
Length   24/3, alignment  9/15, found:	300.297	338.531	337.719
Length   24/3, alignment  9/15, fail:	314.125	343.422	369.469
Length   24/3, alignment 15/ 0, found:	300.297	305.172	307.625
Length   24/3, alignment 15/ 0, fail:	318.188	323.078	334.469
Length   24/3, alignment 15/ 3, found:	292.156	328.781	307.625
Length   24/3, alignment 15/ 3, fail:	308.422	345.859	333.656
Length   24/3, alignment 15/ 9, found:	292.141	314.125	309.234
Length   24/3, alignment 15/ 9, fail:	310.047	333.656	335.281
Length   24/3, alignment 15/15, found:	292.156	338.547	308.438
Length   24/3, alignment 15/15, fail:	309.25	345.859	332.859
Length   27/3, alignment  0/ 0, found:	297.047	312.5	374.344
Length   27/3, alignment  0/ 0, fail:	324.703	338.547	407.719
Length   27/3, alignment  0/ 3, found:	497.234	334.484	362.141
Length   27/3, alignment  0/ 3, fail:	327.953	361.328	399.578
Length   27/3, alignment  0/ 9, found:	297.047	311.672	363.766
Length   27/3, alignment  0/ 9, fail:	324.703	338.531	397.938
Length   27/3, alignment  0/15, found:	298.672	334.469	365.406
Length   27/3, alignment  0/15, fail:	323.891	361.328	399.578
Length   27/3, alignment  3/ 0, found:	300.281	314.938	362.156
Length   27/3, alignment  3/ 0, fail:	327.156	340.984	397.141
Length   27/3, alignment  3/ 3, found:	300.281	336.094	362.953
Length   27/3, alignment  3/ 3, fail:	327.141	363.766	397.938
Length   27/3, alignment  3/ 9, found:	300.297	314.938	363.766
Length   27/3, alignment  3/ 9, fail:	326.344	341.797	400.391
Length   27/3, alignment  3/15, found:	299.484	336.922	362.141
Length   27/3, alignment  3/15, fail:	328.781	363.781	399.578
Length   27/3, alignment  9/ 0, found:	295.406	307.625	371.094
Length   27/3, alignment  9/ 0, fail:	321.453	335.281	393.891
Length   27/3, alignment  9/ 3, found:	294.609	329.594	358.062
Length   27/3, alignment  9/ 3, fail:	320.641	357.266	398.766
Length   27/3, alignment  9/ 9, found:	295.406	308.438	360.516
Length   27/3, alignment  9/ 9, fail:	323.078	335.281	394.688
Length   27/3, alignment  9/15, found:	294.594	333.656	363.766
Length   27/3, alignment  9/15, fail:	323.891	357.25	397.141
Length   27/3, alignment 15/ 0, found:	302.734	315.766	336.906
Length   27/3, alignment 15/ 0, fail:	324.703	337.719	363.766
Length   27/3, alignment 15/ 3, found:	302.734	336.906	336.922
Length   27/3, alignment 15/ 3, fail:	332.031	359.703	361.328
Length   27/3, alignment 15/ 9, found:	311.688	319.016	338.547
Length   27/3, alignment 15/ 9, fail:	331.219	339.344	363.766
Length   27/3, alignment 15/15, found:	312.5	339.359	336.922
Length   27/3, alignment 15/15, fail:	334.469	360.516	362.141
Length   30/3, alignment  0/ 0, found:	315.75	322.266	390.625
Length   30/3, alignment  0/ 0, fail:	340.172	354	424.797
Length   30/3, alignment  0/ 3, found:	315.766	343.422	391.438
Length   30/3, alignment  0/ 3, fail:	346.688	375.156	409.344
Length   30/3, alignment  0/ 9, found:	319	321.453	387.375
Length   30/3, alignment  0/ 9, fail:	345.875	354.016	424
Length   30/3, alignment  0/15, found:	318.188	345.875	387.375
Length   30/3, alignment  0/15, fail:	348.312	376.797	424
Length   30/3, alignment  3/ 0, found:	310.875	316.578	384.938
Length   30/3, alignment  3/ 0, fail:	350.75	356.438	420.734
Length   30/3, alignment  3/ 3, found:	311.688	336.906	388.172
Length   30/3, alignment  3/ 3, fail:	349.938	376.797	421.547
Length   30/3, alignment  3/ 9, found:	310.875	316.562	383.312
Length   30/3, alignment  3/ 9, fail:	353.203	355.641	421.547
Length   30/3, alignment  3/15, found:	314.125	339.344	381.672
Length   30/3, alignment  3/15, fail:	348.297	379.234	420.734
Length   30/3, alignment  9/ 0, found:	302.734	308.438	384.938
Length   30/3, alignment  9/ 0, fail:	344.234	350.75	421.547
Length   30/3, alignment  9/ 3, found:	303.547	329.594	387.375
