                       	oldstrsep	strsep	simple_strsep
Length   44/11, alignment  0/ 0, found:	389	378.406	1232.09
Length   44/11, alignment  0/ 0, fail:	456.547	444.328	2355.97
Length   44/11, alignment  0/ 3, found:	389	379.234	1232.91
Length   44/11, alignment  0/ 3, fail:	456.547	442.703	2355.95
Length   44/11, alignment  0/ 9, found:	389.797	377.609	1232.11
Length   44/11, alignment  0/ 9, fail:	457.359	442.703	2355.97
Length   44/11, alignment  0/15, found:	389.812	378.406	1231.28
Length   44/11, alignment  0/15, fail:	454.922	442.703	2354.33
Length   44/11, alignment  3/ 0, found:	397.938	386.562	1232.91
Length   44/11, alignment  3/ 0, fail:	456.531	443.516	2356.77
Length   44/11, alignment  3/ 3, found:	400.391	387.359	1232.09
Length   44/11, alignment  3/ 3, fail:	455.734	443.531	2356.77
Length   44/11, alignment  3/ 9, found:	398.766	388.172	1232.09
Length   44/11, alignment  3/ 9, fail:	458.172	442.703	2357.59
Length   44/11, alignment  3/15, found:	397.938	387.375	1232.91
Length   44/11, alignment  3/15, fail:	457.359	443.531	2354.33
Length   44/11, alignment  9/ 0, found:	389.812	378.406	1233.72
Length   44/11, alignment  9/ 0, fail:	456.547	442.719	2356.77
Length   44/11, alignment  9/ 3, found:	389	379.219	1232.09
Length   44/11, alignment  9/ 3, fail:	455.734	444.344	2356.78
Length   44/11, alignment  9/ 9, found:	389.797	379.234	1233.73
Length   44/11, alignment  9/ 9, fail:	455.734	442.703	2356.78
Length   44/11, alignment  9/15, found:	388.188	379.234	1232.92
Length   44/11, alignment  9/15, fail:	454.922	444.328	2354.33
Length   44/11, alignment 15/ 0, found:	397.125	387.375	1232.09
Length   44/11, alignment 15/ 0, fail:	456.531	443.516	2355.95
Length   44/11, alignment 15/ 3, found:	399.578	387.375	1232.91
Length   44/11, alignment 15/ 3, fail:	455.719	444.328	2356.78
Length   44/11, alignment 15/ 9, found:	397.953	389	1232.91
Length   44/11, alignment 15/ 9, fail:	456.547	442.703	2355.97
Length   44/11, alignment 15/15, found:	400.391	388.188	1230.47
Length   44/11, alignment 15/15, fail:	457.359	443.516	2354.33
Length   55/11, alignment  0/ 0, found:	398.766	389	1492.52
Length   55/11, alignment  0/ 0, fail:	473.641	462.234	2922.36
Length   55/11, alignment  0/ 3, found:	398.75	388.172	1491.7
Length   55/11, alignment  0/ 3, fail:	473.641	461.422	2921.55
Length   55/11, alignment  0/ 9, found:	398.766	388.188	1490.89
Length   55/11, alignment  0/ 9, fail:	474.453	463.062	2921.55
Length   55/11, alignment  0/15, found:	397.953	388.188	1488.45
Length   55/11, alignment  0/15, fail:	474.453	461.438	2920.73
Length   55/11, alignment  3/ 0, found:	416.672	403.641	1490.88
Length   55/11, alignment  3/ 0, fail:	485.828	471.188	2922.36
Length   55/11, alignment  3/ 3, found:	415.859	403.641	1492.52
Length   55/11, alignment  3/ 3, fail:	485.031	472	2920.73
Length   55/11, alignment  3/ 9, found:	416.672	404.453	1491.69
Length   55/11, alignment  3/ 9, fail:	484.219	471.203	2923.17
Length   55/11, alignment  3/15, found:	415.047	404.469	1489.25
Length   55/11, alignment  3/15, fail:	483.406	472.016	2919.11
Length   55/11, alignment  9/ 0, found:	408.531	398.766	1492.52
Length   55/11, alignment  9/ 0, fail:	484.203	471.188	2921.55
Length   55/11, alignment  9/ 3, found:	415.031	397.141	1492.52
Length   55/11, alignment  9/ 3, fail:	483.406	471.203	2922.36
Length   55/11, alignment  9/ 9, found:	415.031	404.469	1491.7
Length   55/11, alignment  9/ 9, fail:	483.391	471.188	2923.19
Length   55/11, alignment  9/15, found:	407.719	397.141	1488.45
Length   55/11, alignment  9/15, fail:	484.203	471.188	2919.92
Length   55/11, alignment 15/ 0, found:	415.047	404.469	1491.69
Length   55/11, alignment 15/ 0, fail:	483.406	472.016	2921.55
Length   55/11, alignment 15/ 3, found:	415.047	404.469	1492.52
Length   55/11, alignment 15/ 3, fail:	482.578	470.375	2921.55
Length   55/11, alignment 15/ 9, found:	415.031	397.938	1491.7
Length   55/11, alignment 15/ 9, fail:	483.391	646.969	2923.17
Length   55/11, alignment 15/15, found:	415.844	397.141	1486.81
Length   55/11, alignment 15/15, fail:	483.406	470.375	2919.11
Length   66/11, alignment  0/ 0, found:	428.859	416.672	1796.88
Length   66/11, alignment  0/ 0, fail:	501.297	489.094	3487.14
Length   66/11, alignment  0/ 3, found:	416.672	407.719	1796.88
Length   66/11, alignment  0/ 3, fail:	501.297	489.906	3486.33
Length   66/11, alignment  0/ 9, found:	428.062	418.281	1796.88
Length   66/11, alignment  0/ 9, fail:	502.109	488.281	3486.33
Length   66/11, alignment  0/15, found:	416.656	406.078	1796.06
Length   66/11, alignment  0/15, fail:	502.125	489.906	3483.89
Length   66/11, alignment  3/ 0, found:	425.625	416.672	1796.88
Length   66/11, alignment  3/ 0, fail:	511.078	498.859	3485.52
Length   66/11, alignment  3/ 3, found:	425.625	415.844	1796.05
Length   66/11, alignment  3/ 3, fail:	511.875	498.859	3486.33
Length   66/11, alignment  3/ 9, found:	425.625	415.047	1796.88
Length   66/11, alignment  3/ 9, fail:	511.875	498.859	3485.52
Length   66/11, alignment  3/15, found:	425.625	415.047	1796.06
Length   66/11, alignment  3/15, fail:	511.078	498.859	3483.89
Length   66/11, alignment  9/ 0, found:	428.062	417.484	1797.7
Length   66/11, alignment  9/ 0, fail:	501.297	490.719	3486.33
Length   66/11, alignment  9/ 3, found:	419.109	406.094	1796.88
Length   66/11, alignment  9/ 3, fail:	502.109	489.906	3487.14
Length   66/11, alignment  9/ 9, found:	416.672	406.906	1796.88
Length   66/11, alignment  9/ 9, fail:	502.109	489.094	3487.14
Length   66/11, alignment  9/15, found:	428.062	416.672	1796.06
Length   66/11, alignment  9/15, fail:	500.484	488.281	3484.69
Length   66/11, alignment 15/ 0, found:	436.203	425.609	1797.69
Length   66/11, alignment 15/ 0, fail:	511.078	498.859	3486.33
Length   66/11, alignment 15/ 3, found:	427.234	415.844	1796.88
Length   66/11, alignment 15/ 3, fail:	511.891	497.234	3487.97
Length   66/11, alignment 15/ 9, found:	436.188	424.812	1796.88
Length   66/11, alignment 15/ 9, fail:	511.062	497.234	3486.33
Length   66/11, alignment 15/15, found:	436.203	425.609	1795.23
Length   66/11, alignment 15/15, fail:	512.688	498.047	3484.7
Length   77/11, alignment  0/ 0, found:	436.203	426.438	2220.88
Length   77/11, alignment  0/ 0, fail:	530.594	517.578	4051.11
Length   77/11, alignment  0/ 3, found:	428.062	415.859	2056.47
Length   77/11, alignment  0/ 3, fail:	529.781	515.938	4051.11
Length   77/11, alignment  0/ 9, found:	425.609	415.844	2058.92
Length   77/11, alignment  0/ 9, fail:	529.781	516.766	4053.55
Length   77/11, alignment  0/15, found:	438.641	425.609	2053.22
Length   77/11, alignment  0/15, fail:	529.781	516.766	4050.28
Length   77/11, alignment  3/ 0, found:	441.891	432.938	2057.3
Length   77/11, alignment  3/ 0, fail:	539.547	526.516	4051.11
Length   77/11, alignment  3/ 3, found:	443.516	435.375	2055.67
Length   77/11, alignment  3/ 3, fail:	538.734	524.906	4051.92
Length   77/11, alignment  3/ 9, found:	447.594	435.375	2056.47
Length   77/11, alignment  3/ 9, fail:	538.75	525.719	4051.11
Length   77/11, alignment  3/15, found:	445.969	433.75	2054.03
Length   77/11, alignment  3/15, fail:	538.75	525.719	4050.3
Length   77/11, alignment  9/ 0, found:	428.062	415.859	2057.3
Length   77/11, alignment  9/ 0, fail:	528.969	517.578	4052.73
Length   77/11, alignment  9/ 3, found:	425.625	415.031	2057.28
Length   77/11, alignment  9/ 3, fail:	528.984	515.953	4051.92
Length   77/11, alignment  9/ 9, found:	425.625	415.031	2057.3
Length   77/11, alignment  9/ 9, fail:	528.969	515.953	4052.73
Length   77/11, alignment  9/15, found:	437.016	426.438	2053.23
Length   77/11, alignment  9/15, fail:	529.781	516.766	4050.28
Length   77/11, alignment 15/ 0, found:	442.703	435.375	2058.11
Length   77/11, alignment 15/ 0, fail:	538.734	525.719	4051.92
Length   77/11, alignment 15/ 3, found:	443.516	431.312	2058.11
Length   77/11, alignment 15/ 3, fail:	538.734	524.906	4051.91
Length   77/11, alignment 15/ 9, found:	441.891	430.5	2057.3
Length   77/11, alignment 15/ 9, fail:	538.734	525.719	4051.92
Length   77/11, alignment 15/15, found:	442.719	434.562	2054.03
Length   77/11, alignment 15/15, fail:	538.734	525.703	4049.47
Length   48/12, alignment  0/ 0, found:	403.641	393.062	1592.61
Length   48/12, alignment  0/ 0, fail:	470.375	457.359	2727.88
Length   48/12, alignment  0/ 3, found:	403.641	392.25	1421.7
Length   48/12, alignment  0/ 3, fail:	468.75	456.531	2727.86
Length   48/12, alignment  0/ 9, found:	403.656	392.25	1420.91
Length   48/12, alignment  0/ 9, fail:	470.375	457.344	2728.67
Length   48/12, alignment  0/15, found:	402.828	392.25	1414.39
Length   48/12, alignment  0/15, fail:	468.75	457.359	2719.73
Length   48/12, alignment  3/ 0, found:	402.828	392.25	1420.89
Length   48/12, alignment  3/ 0, fail:	468.75	457.359	2727.86
Length   48/12, alignment  3/ 3, found:	404.453	391.453	1421.7
Length   48/12, alignment  3/ 3, fail:	470.375	455.734	2728.67
Length   48/12, alignment  3/ 9, found:	402.828	391.438	1421.72
Length   48/12, alignment  3/ 9, fail:	469.562	455.734	2728.69
Length   48/12, alignment  3/15, found:	402.828	392.25	1413.58
Length   48/12, alignment  3/15, fail:	468.75	457.359	2719.72
Length   48/12, alignment  9/ 0, found:	403.641	393.875	1421.72
Length   48/12, alignment  9/ 0, fail:	469.562	455.734	2727.88
Length   48/12, alignment  9/ 3, found:	403.641	393.062	1420.91
Length   48/12, alignment  9/ 3, fail:	469.562	456.547	2728.67
Length   48/12, alignment  9/ 9, found:	402.844	392.25	1420.89
Length   48/12, alignment  9/ 9, fail:	468.75	457.359	2728.69
Length   48/12, alignment  9/15, found:	403.641	391.438	1411.95
Length   48/12, alignment  9/15, fail:	469.562	456.547	2719.73
Length   48/12, alignment 15/ 0, found:	402.844	391.438	1420.89
Length   48/12, alignment 15/ 0, fail:	469.562	456.547	2728.69
Length   48/12, alignment 15/ 3, found:	403.656	392.25	1420.09
Length   48/12, alignment 15/ 3, fail:	470.375	458.172	2727.86
Length   48/12, alignment 15/ 9, found:	402.844	391.453	1420.89
Length   48/12, alignment 15/ 9, fail:	470.375	455.734	2727.88
Length   48/12, alignment 15/15, found:	403.641	392.25	1414.39
Length   48/12, alignment 15/15, fail:	470.375	457.359	2718.92
Length   60/12, alignment  0/ 0, found:	414.219	402.016	1750.48
Length   60/12, alignment  0/ 0, fail:	497.234	483.406	3384.61
Length   60/12, alignment  0/ 3, found:	413.422	401.203	1749.69
Length   60/12, alignment  0/ 3, fail:	497.234	484.219	3383.8
Length   60/12, alignment  0/ 9, found:	419.922	402.828	1748.86
Length   60/12, alignment  0/ 9, fail:	497.219	484.219	3384.61
Length   60/12, alignment  0/15, found:	415.031	401.219	1742.36
Length   60/12, alignment  0/15, fail:	497.234	484.203	3376.47
Length   60/12, alignment  3/ 0, found:	422.359	410.156	1925.45
Length   60/12, alignment  3/ 0, fail:	498.047	485.844	3383.8
Length   60/12, alignment  3/ 3, found:	424.797	410.969	1749.67
Length   60/12, alignment  3/ 3, fail:	497.219	483.406	3384.59
Length   60/12, alignment  3/ 9, found:	433.766	410.969	1748.86
Length   60/12, alignment  3/ 9, fail:	497.234	485.031	3384.61
Length   60/12, alignment  3/15, found:	433.75	410.969	1742.36
Length   60/12, alignment  3/15, fail:	498.047	485.031	3376.47
Length   60/12, alignment  9/ 0, found:	413.406	401.203	1748.86
Length   60/12, alignment  9/ 0, fail:	497.234	483.391	3384.61
Length   60/12, alignment  9/ 3, found:	420.734	400.391	1749.67
Length   60/12, alignment  9/ 3, fail:	496.422	484.203	3384.61
Length   60/12, alignment  9/ 9, found:	420.734	407.719	1748.88
Length   60/12, alignment  9/ 9, fail:	497.234	484.203	3382.97
Length   60/12, alignment  9/15, found:	419.109	407.719	1741.53
Length   60/12, alignment  9/15, fail:	497.234	483.406	3376.45
Length   60/12, alignment 15/ 0, found:	432.938	422.359	1748.05
Length   60/12, alignment 15/ 0, fail:	496.422	484.219	3384.59
Length   60/12, alignment 15/ 3, found:	421.547	411.781	1749.67
Length   60/12, alignment 15/ 3, fail:	495.609	484.203	3382.98
Length   60/12, alignment 15/ 9, found:	421.547	410.156	1748.86
Length   60/12, alignment 15/ 9, fail:	497.234	484.203	3384.61
Length   60/12, alignment 15/15, found:	421.562	410.156	1741.53
Length   60/12, alignment 15/15, fail:	498.047	484.219	3377.28
Length   72/12, alignment  0/ 0, found:	441.078	429.688	2076.83
Length   72/12, alignment  0/ 0, fail:	525.703	511.891	4041.34
Length   72/12, alignment  0/ 3, found:	430.5	419.109	2077.64
Length   72/12, alignment  0/ 3, fail:	525.719	511.062	4040.53
Length   72/12, alignment  0/ 9, found:	442.719	429.688	2078.44
Length   72/12, alignment  0/ 9, fail:	524.906	511.078	4040.53
Length   72/12, alignment  0/15, found:	432.938	419.922	2070.31
Length   72/12, alignment  0/15, fail:	523.281	511.891	4034.02
Length   72/12, alignment  3/ 0, found:	441.078	429.688	2076.02
Length   72/12, alignment  3/ 0, fail:	524.906	511.875	4040.52
Length   72/12, alignment  3/ 3, found:	441.078	421.547	2076.02
Length   72/12, alignment  3/ 3, fail:	611.156	513.516	4041.34
Length   72/12, alignment  3/ 9, found:	441.906	429.688	2077.64
Length   72/12, alignment  3/ 9, fail:	524.094	512.688	4042.16
Length   72/12, alignment  3/15, found:	442.703	429.688	2070.31
Length   72/12, alignment  3/15, fail:	524.094	511.062	4032.39
Length   72/12, alignment  9/ 0, found:	441.891	428.875	2076.81
Length   72/12, alignment  9/ 0, fail:	524.906	510.25	4040.52
Length   72/12, alignment  9/ 3, found:	434.562	419.922	2076.02
Length   72/12, alignment  9/ 3, fail:	524.906	511.062	4040.53
Length   72/12, alignment  9/ 9, found:	441.891	429.688	2078.45
Length   72/12, alignment  9/ 9, fail:	524.906	511.062	4042.16
Length   72/12, alignment  9/15, found:	441.891	431.312	2069.5
Length   72/12, alignment  9/15, fail:	524.094	511.875	4032.39
Length   72/12, alignment 15/ 0, found:	432.125	419.922	2077.64
Length   72/12, alignment 15/ 0, fail:	524.906	512.688	4041.34
Length   72/12, alignment 15/ 3, found:	432.125	420.734	2076.81
Length   72/12, alignment 15/ 3, fail:	524.094	511.891	4041.34
Length   72/12, alignment 15/ 9, found:	442.703	428.859	2076.81
Length   72/12, alignment 15/ 9, fail:	524.094	512.688	4039.72
Length   72/12, alignment 15/15, found:	433.75	419.109	2070.31
Length   72/12, alignment 15/15, fail:	524.078	511.875	4033.2
Length   84/12, alignment  0/ 0, found:	447.578	436.203	2407.22
Length   84/12, alignment  0/ 0, fail:	554.203	539.562	4697.27
Length   84/12, alignment  0/ 3, found:	448.406	437.016	2404.78
Length   84/12, alignment  0/ 3, fail:	550.938	540.359	4697.27
Length   84/12, alignment  0/ 9, found:	446.781	436.203	2405.59
Length   84/12, alignment  0/ 9, fail:	551.75	540.375	4696.45
Length   84/12, alignment  0/15, found:	450.047	440.266	2397.45
Length   84/12, alignment  0/15, fail:	551.766	540.359	4689.14
Length   84/12, alignment  3/ 0, found:	459.797	448.406	2404.8
Length   84/12, alignment  3/ 0, fail:	551.75	539.547	4867.34
Length   84/12, alignment  3/ 3, found:	458.984	449.219	2403.98
Length   84/12, alignment  3/ 3, fail:	550.938	539.547	4698.08
Length   84/12, alignment  3/ 9, found:	458.984	448.406	2403.97
Length   84/12, alignment  3/ 9, fail:	551.766	539.547	4697.27
Length   84/12, alignment  3/15, found:	460.609	448.406	2397.45
Length   84/12, alignment  3/15, fail:	553.391	540.359	4688.31
Length   84/12, alignment  9/ 0, found:	450.844	439.453	2404.8
Length   84/12, alignment  9/ 0, fail:	551.75	538.734	4697.27
Length   84/12, alignment  9/ 3, found:	450.859	440.266	2404.8
Length   84/12, alignment  9/ 3, fail:	551.766	538.734	4697.27
Length   84/12, alignment  9/ 9, found:	450.859	438.641	2404.8
Length   84/12, alignment  9/ 9, fail:	551.766	539.547	4696.45
Length   84/12, alignment  9/15, found:	451.656	439.453	2397.45
Length   84/12, alignment  9/15, fail:	551.75	541.172	4689.94
Length   84/12, alignment 15/ 0, found:	459.797	447.594	2404.78
Length   84/12, alignment 15/ 0, fail:	551.75	539.547	4697.27
Length   84/12, alignment 15/ 3, found:	459.797	449.219	2404.78
Length   84/12, alignment 15/ 3, fail:	552.578	538.734	4696.45
Length   84/12, alignment 15/ 9, found:	458.984	449.219	2404.78
Length   84/12, alignment 15/ 9, fail:	551.766	539.547	4697.27
Length   84/12, alignment 15/15, found:	460.609	448.406	2396.64
Length   84/12, alignment 15/15, fail:	551.766	539.547	4690.77
Length   52/13, alignment  0/ 0, found:	409.328	395.5	1620.28
Length   52/13, alignment  0/ 0, fail:	483.406	470.375	3122.56
Length   52/13, alignment  0/ 3, found:	407.719	397.125	1625.98
Length   52/13, alignment  0/ 3, fail:	483.406	470.375	3129.08
Length   52/13, alignment  0/ 9, found:	406.891	397.141	1620.28
Length   52/13, alignment  0/ 9, fail:	483.391	470.375	3123.38
Length   52/13, alignment  0/15, found:	406.906	397.141	1608.89
Length   52/13, alignment  0/15, fail:	484.203	469.562	3112.8
Length   52/13, alignment  3/ 0, found:	423.188	412.594	1791.17
Length   52/13, alignment  3/ 0, fail:	485.031	471.188	3124.17
Length   52/13, alignment  3/ 3, found:	417.484	405.266	1627.59
Length   52/13, alignment  3/ 3, fail:	483.406	468.75	3129.89
Length   52/13, alignment  3/ 9, found:	416.656	404.453	1619.45
Length   52/13, alignment  3/ 9, fail:	484.203	471.188	3123.38
Length   52/13, alignment  3/15, found:	424.812	406.906	1609.7
Length   52/13, alignment  3/15, fail:	483.391	470.375	3111.17
Length   52/13, alignment  9/ 0, found:	406.906	394.688	1620.28
Length   52/13, alignment  9/ 0, fail:	483.406	470.391	3123.38
Length   52/13, alignment  9/ 3, found:	406.906	396.328	1625.97
Length   52/13, alignment  9/ 3, fail:	483.406	469.562	3129.06
Length   52/13, alignment  9/ 9, found:	406.891	395.5	1620.28
Length   52/13, alignment  9/ 9, fail:	484.203	469.562	3123.38
Length   52/13, alignment  9/15, found:	407.719	396.328	1608.08
Length   52/13, alignment  9/15, fail:	482.578	469.562	3111.98
Length   52/13, alignment 15/ 0, found:	417.469	406.094	1619.47
Length   52/13, alignment 15/ 0, fail:	481.766	469.562	3123.38
Length   52/13, alignment 15/ 3, found:	416.656	405.281	1626.78
Length   52/13, alignment 15/ 3, fail:	481.766	468.75	3129.08
Length   52/13, alignment 15/ 9, found:	421.547	412.594	1621.09
Length   52/13, alignment 15/ 9, fail:	483.406	470.375	3122.56
Length   52/13, alignment 15/15, found:	422.359	412.609	1609.7
Length   52/13, alignment 15/15, fail:	482.578	470.375	3112.8
Length   65/13, alignment  0/ 0, found:	437	415.047	1958.83
Length   65/13, alignment  0/ 0, fail:	509.438	499.672	3869.62
Length   65/13, alignment  0/ 3, found:	425.609	415.031	1964.52
